text,intent,sentiment,product,plan,country,user_type
please change my current plan to prepaid plus,plan_change,positive,mobile,prepaid plus,Singapore,individual
i want to change my plan to prepaid plus,plan_change,neutral,mobile,prepaid plus,USA,individual
please change my current plan to prepaid basic,plan_change,positive,mobile,prepaid basic,India,enterprise
please change my current plan to prepaid basic,plan_change,positive,mobile,prepaid basic,India,enterprise
i want to change my plan to fiber 1gbps,plan_change,positive,broadband,fiber 1gbps,Singapore,individual
i want to change my plan to fiber 300,plan_change,positive,broadband,fiber 300,USA,individual
please change my current plan to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,Thailand,enterprise
help me change to prepaid basic,plan_change,positive,mobile,prepaid basic,Singapore,enterprise
please change my current plan to vm enterprise,plan_change,positive,cloud,vm enterprise,India,individual
can you switch my plan to fiber 100,plan_change,positive,broadband,fiber 100,USA,enterprise
i want to change my plan to fiber 300,plan_change,positive,broadband,fiber 300,USA,individual
i want to change my plan to smart traffic,plan_change,positive,iot,smart traffic,Thailand,individual
please change my current plan to storage 1tb,plan_change,positive,cloud,storage 1tb,USA,individual
i want to change my plan to prepaid basic,plan_change,neutral,mobile,prepaid basic,India,individual
please change my current plan to prepaid plus,plan_change,positive,mobile,prepaid plus,Singapore,enterprise
help me change to fiber 1gbps,plan_change,positive,broadband,fiber 1gbps,USA,enterprise
i want to change my plan to fleet iot,plan_change,positive,iot,fleet iot,India,individual
i want to change my plan to smart traffic,plan_change,positive,iot,smart traffic,Singapore,individual
can you switch my plan to storage 10tb,plan_change,positive,cloud,storage 10tb,Thailand,enterprise
i would like to modify my plan to postpaid gold,plan_change,positive,mobile,postpaid gold,USA,enterprise
help me change to fiber 300,plan_change,neutral,broadband,fiber 300,India,enterprise
i would like to modify my plan to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,India,enterprise
please change my current plan topostpaid gold,plan_change,positive,mobile,postpaid gold,India,enterprise
i want to change my plan to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,USA,individual
help me alteration tofiber 100,plan_change,positive,broadband,fiber 100,Singapore,individual
i want to change my plan to prepaid unlimited,plan_change,positive,mobile,prepaid unlimited,Singapore,individual
help me alteration to fiber 300,plan_change,neutral,broadband,fiber 300,USA,individual
i want to change my plan to smart traffic,plan_change,positive,iot,smart traffic,Singapore,individual
i want to change my plan to smart traffic,plan_change,positive,iot,smart traffic,Thailand,individual
help maine change to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,Thailand,enterprise
i want to change my plan toprepaid basic,plan_change,neutral,mobile,prepaid basic,India,individual
can you switch my plan to fiber 100,plan_change,neutral,broadband,fiber 100,India,individual
can you switch my plan to prepaid unlimited,plan_change,positive,mobile,prepaid unlimited,Singapore,enterprise
help me change to fiber 100,plan_change,positive,broadband,fiber 100,Singapore,individual
help me change to vm enterprise,plan_change,positive,cloud,vm enterprise,USA,individual
i want to change my plan to prepaid plus,plan_change,neutral,mobile,prepaid plus,Singapore,individual
can you switch my plan to prepaid unlimited,plan_change,positive,mobile,prepaid unlimited,Singapore,enterprise
please change my current plan to prepaid plus,plan_change,positive,mobile,prepaid plus,Singapore,enterprise
please change my current plan to prepaid basic,plan_change,positive,mobile,prepaid basic,Singapore,individual
can you switch my plan to storage 1tb,plan_change,neutral,cloud,storage 1tb,Thailand,enterprise
can you switch my plan to storage 1tb,plan_change,neutral,cloud,storage 1tb,Thailand,enterprise
help me change to fiber 300,plan_change,neutral,broadband,fiber 300,USA,individual
i want to change my plan to fiber 1gbps,plan_change,positive,broadband,fiber 1gbps,Singapore,individual
help maine change to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,Thailand,enterprise
i privation to change my plan to prepaid unlimited,plan_change,neutral,mobile,prepaid unlimited,Singapore,individual
i want to change my plan to storage 10tb,plan_change,neutral,cloud,storage 10tb,USA,enterprise
please change my current plan to smart traffic,plan_change,neutral,iot,smart traffic,Singapore,enterprise
i want to change my plan to smart traffic,plan_change,positive,iot,smart traffic,Thailand,individual
i would like to modify my plan to postpaid gold,plan_change,positive,mobile,postpaid gold,Thailand,individual
please change my current program to smart parking,plan_change,neutral,iot,smart parking,Singapore,enterprise
help me change to prepaid basic,plan_change,positive,mobile,prepaid basic,India,individual
help me change to storage 1tb,plan_change,positive,cloud,storage 1tb,Singapore,individual
i would lkie to modify my plan to smart parking,plan_change,positive,iot,smart parking,Thailand,individual
i would like to modify my plan to prepaid plus,plan_change,neutral,mobile,prepaid plus,USA,enterprise
i want to change my plan to postpaid platinum,plan_change,positive,mobile,postpaid platinum,India,individual
can you switch my plan to prepaid unlimited,plan_change,positive,mobile,prepaid unlimited,Singapore,enterprise
can you switch my plan to prepaid unlimited,plan_change,positive,mobile,prepaid unlimited,Singapore,enterprise
please change my current plan to storage 1tb,plan_change,positive,cloud,storage 1tb,Thailand,enterprise
help me change to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,Thailand,enterprise
can you switch my plan to postpaid silver,plan_change,positive,mobile,postpaid silver,Thailand,individual
can you switch my porgram to postpaidplatinum,plan_change,neutral,mobile,postpaid platinum,USA,individual
please change my current plan to fiber 300,plan_change,neutral,broadband,fiber 300,India,individual
i want to change my plan to prepaid plus,plan_change,neutral,mobile,prepaid plus,USA,individual
i would like to modify my plan to prepaid plus,plan_change,neutral,mobile,prepaid plus,USA,enterprise
can you switch my plan to storage 10tb,plan_change,positive,cloud,storage 10tb,Thailand,enterprise
i want to change my plan to prepaid unlimited,plan_change,positive,mobile,prepaid unlimited,Singapore,individual
please change my current plan to prepaid plus,plan_change,positive,mobile,prepaid plus,Singapore,enterprise
please change my current plan to storage 10tb,plan_change,positive,cloud,storage 10tb,Singapore,individual
i want to change my plan to smart traffic,plan_change,positive,iot,smart traffic,Singapore,individual
i want to change my plan to vm basic,plan_change,neutral,cloud,vm basic,Singapore,individual
help me change to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,India,enterprise
i privation to change my plan to vm basic,plan_change,neutral,cloud,vm basic,Singapore,individual
i want to change my plan to fleet iot,plan_change,positive,iot,fleet iot,India,individual
can you switch my plan to fleet iot,plan_change,neutral,iot,fleet iot,USA,enterprise
i want to change my paln to prepaid plus,plan_change,neutral,mobile,prepaid plus,Singapore,individual
i want to change my plan to prepaid plus,plan_change,neutral,mobile,prepaid plus,USA,individual
can you switch my plan to prepaid unlimited,plan_change,positive,mobile,prepaid unlimited,Singapore,enterprise
help me change to vm pro,plan_change,neutral,cloud,vm pro,Singapore,enterprise
please change my current plan to storage 10tb,plan_change,positive,cloud,storage 10tb,Singapore,individual
i would like to modify myplan to postpaid gold,plan_change,positive,mobile,postpaid gold,Thailand,individual
aid me change to smart traffic,plan_change,neutral,iot,smart traffic,India,individual
help me alteration tovm pro,plan_change,neutral,cloud,vm pro,Singapore,enterprise
please change my current plan to postpaid gold,plan_change,positive,mobile,postpaid gold,India,enterprise
i would like to modify my plan to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,India,enterprise
i want to alteration my plan to smart traffic,plan_change,positive,iot,smart traffic,Thailand,individual
i would like to modify my plan to fiber 100,plan_change,neutral,broadband,fiber 100,Singapore,individual
help mealteration to vm enterprise,plan_change,positive,cloud,vm enterprise,USA,individual
help maine change to fiber 300,plan_change,neutral,broadband,fiber 300,India,enterprise
please change my current plan to storage 1tb,plan_change,positive,cloud,storage 1tb,Thailand,enterprise
i want to change my plan to fiber 100,plan_change,neutral,broadband,fiber 100,India,individual
i want to change my plan to prepaid plus,plan_change,neutral,mobile,prepaid plus,USA,individual
i would like to modify my plan to smart traffic,plan_change,neutral,iot,smart traffic,Singapore,enterprise
help me change to fiber 300,plan_change,neutral,broadband,fiber 300,Singapore,individual
i want to change my plan to vm basic,plan_change,neutral,cloud,vm basic,Singapore,individual
please change my current plan to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,Thailand,enterprise
i want to change my plan to vm basic,plan_change,positive,cloud,vm basic,Singapore,individual
i would like to modify my plan to postpaid gold,plan_change,neutral,mobile,postpaid gold,USA,individual
can you switch my plan to postpaid silver,plan_change,positive,mobile,postpaid silver,Thailand,individual
i want to change my plan to smart traffic,plan_change,positive,iot,smart traffic,Thailand,individual
please change my current plan to fibre 1gbps,plan_change,neutral,broadband,fiber 1gbps,Thailand,enterprise
can you switch my plan to postpaid silver,plan_change,positive,mobile,postpaid silver,Thailand,individual
i want to change my plan to fiber 1gbps,plan_change,positive,broadband,fiber 1gbps,Singapore,individual
help me change to prepaid basic,plan_change,positive,mobile,prepaid basic,India,individual
i want to change my plan to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,India,enterprise
help me change to fiber 300,plan_change,neutral,broadband,fiber 300,USA,individual
please change my current plan to storage 10tb,plan_change,positive,cloud,storage 10tb,Singapore,individual
i want to change my plan to vm basic,plan_change,neutral,cloud,vm basic,Singapore,individual
please change my current plan to prepaid plus,plan_change,positive,mobile,prepaid plus,Singapore,enterprise
please change my current plan to prepaid plus,plan_change,positive,mobile,prepaid plus,Singapore,individual
aid me change to fiber 300,plan_change,neutral,broadband,fiber 300,India,enterprise
iodine want to change my plan to fleet iot,plan_change,positive,iot,fleet iot,India,individual
i want to change my plan to postpaid platinum,plan_change,positive,mobile,postpaid platinum,India,individual
i would like to modify my plan to prepaid plus,plan_change,neutral,mobile,prepaid plus,India,enterprise
can you swtichmy plan to smart parking,plan_change,neutral,iot,smart parking,USA,individual
please change my current plan to smart traffic,plan_change,neutral,iot,smart traffic,Singapore,enterprise
iodine want to change my plan toprepaid unlimited,plan_change,neutral,mobile,prepaid unlimited,Singapore,individual
help me chaneg to fibre 300,plan_change,neutral,broadband,fiber 300,India,enterprise
i want to change my plan to vm basic,plan_change,positive,cloud,vm basic,Singapore,individual
help me change to storage 1tb,plan_change,positive,cloud,storage 1tb,Singapore,individual
i want to change my plan to vm enterprise,plan_change,positive,cloud,vm enterprise,USA,individual
aidme change to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,India,enterprise
i want to change my plan to fleet iot,plan_change,positive,iot,fleet iot,India,individual
iodine would like to modify my planto smart parking,plan_change,positive,iot,smart parking,Thailand,individual
can you switch my plan to storage 10tb,plan_change,positive,cloud,storage 10tb,Thailand,enterprise
i want to change my plan to smart traffic,plan_change,neutral,iot,smart traffic,Thailand,enterprise
i want to change my plan to fiber 100,plan_change,neutral,broadband,fiber 100,India,individual
please change my current plan to fibre 300,plan_change,neutral,broadband,fiber 300,India,individual
help me change to vm pro,plan_change,neutral,cloud,vm pro,Singapore,enterprise
help me change to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,Thailand,enterprise
help me change to vm basic,plan_change,neutral,cloud,vm basic,India,enterprise
i want to change my plan to fiber 1gbps,plan_change,positive,broadband,fiber 1gbps,Singapore,individual
can you switch my plan to storage 10tb,plan_change,neutral,cloud,storage 10tb,Thailand,individual
can you switch my plan to fiber 100,plan_change,neutral,broadband,fiber 100,India,individual
help me change to vm enterprise,plan_change,neutral,cloud,vm enterprise,USA,individual
help maine change to prepaid basic,plan_change,positive,mobile,prepaid basic,India,individual
help me change to fleet iot,plan_change,neutral,iot,fleet iot,India,individual
i want to change my plan to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,India,enterprise
aid me changeto fleet iot,plan_change,neutral,iot,fleet iot,India,individual
i want to change my plan to vm basic,plan_change,neutral,cloud,vm basic,Singapore,individual
i want to change my plan to smart traffic,plan_change,positive,iot,smart traffic,Thailand,individual
help me change to fiber 300,plan_change,neutral,broadband,fiber 300,USA,individual
help me change to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,Thailand,enterprise
can you switch my plan to fiber 100,plan_change,neutral,broadband,fiber 100,India,individual
can you switch my plan to prepaid unlimited,plan_change,positive,mobile,prepaid unlimited,Singapore,enterprise
please change my current plan to prepaid plus,plan_change,positive,mobile,prepaid plus,Singapore,enterprise
aid me change to fleet iot,plan_change,positive,iot,fleet iot,Thailand,individual
help me change to postpaid gold,plan_change,neutral,mobile,postpaid gold,India,enterprise
help me change to smart parking,plan_change,neutral,iot,smart parking,Singapore,individual
i want to change my plan to fleet iot,plan_change,positive,iot,fleet iot,Thailand,enterprise
please change my current plan to prepaid plus,plan_change,positive,mobile,prepaid plus,Singapore,individual
please change my current plan to storage 10tb,plan_change,positive,cloud,storage 10tb,Singapore,individual
can you switch my plan to vm basic,plan_change,neutral,cloud,vm basic,India,individual
i want to change my plan to prepaid unlimited,plan_change,positive,mobile,prepaid unlimited,Singapore,individual
help me change to fleet iot,plan_change,neutral,iot,fleet iot,India,individual
help me change to fiber 100,plan_change,positive,broadband,fiber 100,Singapore,individual
help me change to fiber 300,plan_change,neutral,broadband,fiber 300,India,enterprise
iodine would like to modify myplan to postpaid gold,plan_change,neutral,mobile,postpaid gold,USA,individual
please change my current plan to prepaid plus,plan_change,positive,mobile,prepaid plus,Singapore,individual
i want to change my plan to prepaid plus,plan_change,neutral,mobile,prepaid plus,USA,individual
i want to change my plan to prepaid unlimited,plan_change,neutral,mobile,prepaid unlimited,Singapore,individual
i want to change my plan to fibre 100,plan_change,neutral,broadband,fiber 100,India,individual
i want to change my plan to fleet iot,plan_change,positive,iot,fleet iot,India,individual
i want tochange my plan to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,USA,individual
can you switch my plan to storage 1tb,plan_change,neutral,cloud,storage 1tb,Thailand,enterprise
please change my current plan to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,Thailand,enterprise
help me change to storage 1tb,plan_change,positive,cloud,storage 1tb,Singapore,individual
help me change to storage 1tb,plan_change,positive,cloud,storage 1tb,Singapore,individual
please change my current plan to vm enterprise,plan_change,positive,cloud,vm enterprise,India,individual
aid me change to smart traffic,plan_change,neutral,iot,smart traffic,India,individual
help me change to fiber 1gbps,plan_change,positive,broadband,fiber 1gbps,USA,enterprise
i would like to modify my plan to fiber 300,plan_change,neutral,broadband,fiber 300,Singapore,enterprise
can you switch my plan to fiber 100,plan_change,positive,broadband,fiber 100,USA,enterprise
please change my current plan to prepaid plus,plan_change,positive,mobile,prepaid plus,Singapore,individual
i want to change my plan to fiber 100,plan_change,neutral,broadband,fiber 100,India,individual
can you switch my plan to fleet iot,plan_change,neutral,iot,fleet iot,Singapore,enterprise
helpme change to fleet iot,plan_change,neutral,iot,fleet iot,India,individual
can you switch my plan to prepaid unlimited,plan_change,positive,mobile,prepaid unlimited,Singapore,enterprise
please change my current plan to prepaid asset,plan_change,positive,mobile,prepaid plus,Singapore,individual
i want to change my plan to smart traffic,plan_change,positive,iot,smart traffic,Singapore,individual
can you switch my plan to fleet iot,plan_change,neutral,iot,fleet iot,Singapore,enterprise
help me change to vm enterprise,plan_change,neutral,cloud,vm enterprise,USA,individual
help me change to vm enterprise,plan_change,neutral,cloud,vm enterprise,USA,individual
please change my current plan to prepaid plus,plan_change,positive,mobile,prepaid plus,Singapore,individual
can you switch my plan to fleet iot,plan_change,neutral,iot,fleet iot,Singapore,enterprise
help me change to fiber 300,plan_change,neutral,broadband,fiber 300,USA,individual
please change my current plan to smart traffic,plan_change,neutral,iot,smart traffic,Singapore,enterprise
i would like to modify my plan to fiber 100,plan_change,positive,broadband,fiber 100,Singapore,enterprise
i want to change my plan to prepaid unlimited,plan_change,neutral,mobile,prepaid unlimited,Singapore,individual
i would like to modify my plan to smart traffic,plan_change,neutral,iot,smart traffic,Singapore,enterprise
can you switch my plan to fiber 100,plan_change,positive,broadband,fiber 100,USA,enterprise
help me change to fibre ccc,plan_change,neutral,broadband,fiber 300,USA,individual
i would like to modify my plan to smart parking,plan_change,positive,iot,smart parking,Thailand,individual
can you switch my plan to fiber 300,plan_change,positive,broadband,fiber 300,Thailand,individual
can you switch my plan to fiber 100,plan_change,positive,broadband,fiber 100,USA,enterprise
i would like to modify my plan to prepaid plus,plan_change,neutral,mobile,prepaid plus,USA,enterprise
i would like to modify my plan to prepaid plus,plan_change,neutral,mobile,prepaid plus,USA,enterprise
i privation to change my plan to fiber 300,plan_change,positive,broadband,fiber 300,USA,individual
i want to change my plan to fleet iot,plan_change,positive,iot,fleet iot,Thailand,enterprise
i would like to modify my lpan to fiber 300,plan_change,neutral,broadband,fiber 300,Singapore,enterprise
i would like to modify my plan to postpaid gold,plan_change,neutral,mobile,postpaid gold,USA,individual
i would like to modify my plan to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,India,enterprise
please change my current plan to prepaid plus,plan_change,positive,mobile,prepaid plus,Singapore,enterprise
i want to change my plan to fiber 1gbps,plan_change,positive,broadband,fiber 1gbps,Singapore,individual
help me change to fleet iot,plan_change,positive,iot,fleet iot,Thailand,individual
help me alteration to fiber 300,plan_change,neutral,broadband,fiber 300,USA,individual
i want to change my plan to smart traffic,plan_change,positive,iot,smart traffic,Thailand,individual
can you switch my plan to fiber 300,plan_change,positive,broadband,fiber 300,Thailand,individual
canyou switch my plan to storage 10tb,plan_change,neutral,cloud,storage 10tb,Thailand,individual
help me change to vm enterprise,plan_change,positive,cloud,vm enterprise,USA,individual
please change my current plan to smart parking,plan_change,neutral,iot,smart parking,Singapore,enterprise
i want to change my plan to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,India,enterprise
i want to change my plan to fiber 1gbps,plan_change,positive,broadband,fiber 1gbps,Singapore,individual
aid me change to fleet iot,plan_change,neutral,iot,fleet iot,India,individual
please change my current plan to storage 1tb,plan_change,positive,cloud,storage 1tb,Thailand,enterprise
help me change to fiber 300,plan_change,neutral,broadband,fiber 300,USA,individual
can you switch my plan to storage 10tb,plan_change,neutral,cloud,storage 10tb,Thailand,individual
i would like to modify my plan to postpaid gold,plan_change,neutral,mobile,postpaid gold,Singapore,enterprise
i would like to modify my plan to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,India,enterprise
i want to change my plan to postpaid platinum,plan_change,positive,mobile,postpaid platinum,India,individual
i want to change my plan to vm enterprise,plan_change,positive,cloud,vm enterprise,Thailand,individual
can you switch my plan to fleet iot,plan_change,neutral,iot,fleet iot,Singapore,enterprise
can you switch my plan tofleet iot,plan_change,neutral,iot,fleet iot,USA,enterprise
help me change to fleet iot,plan_change,neutral,iot,fleet iot,India,individual
can you switch my plan to postpaid platinum,plan_change,neutral,mobile,postpaid platinum,USA,individual
can you switch my plan to fiber 300,plan_change,positive,broadband,fiber 300,Thailand,individual
i would like to modify my plan to fiber 300,plan_change,neutral,broadband,fiber 300,Singapore,enterprise
i wantto change my plan to prepaid plus,plan_change,neutral,mobile,prepaid plus,USA,individual
help me change to postpaid gold,plan_change,neutral,mobile,postpaid gold,India,enterprise
i want to change my plan to storage 10tb,plan_change,neutral,cloud,storage 10tb,USA,enterprise
can you switch my plan to postpaid silver,plan_change,positive,mobile,postpaid silver,Thailand,individual
help me change to fleet iot,plan_change,neutral,iot,fleet iot,India,individual
i would like to modify my plan to postpaid gold,plan_change,neutral,mobile,postpaid gold,Singapore,enterprise
help me change to vm enterprise,plan_change,neutral,cloud,vm enterprise,USA,individual
i want to change my plan to vm basic,plan_change,positive,cloud,vm basic,Singapore,individual
please change my current plan to storage 1tb,plan_change,positive,cloud,storage 1tb,USA,individual
i would like to modify my plan to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,India,enterprise
i would like to modify my plan to postpaid gold,plan_change,neutral,mobile,postpaid gold,Singapore,enterprise
please change my current plan to storage 1tb,plan_change,positive,cloud,storage 1tb,Thailand,enterprise
can you switch my plan to fiber 300,plan_change,positive,broadband,fiber 300,Thailand,individual
help me change to fibre 300,plan_change,neutral,broadband,fiber 300,USA,individual
please change my current plan to fibre 300,plan_change,neutral,broadband,fiber 300,India,individual
can you switch my plan to prepaid basic,plan_change,neutral,mobile,prepaid basic,India,individual
i want to change my plan to fiber 100,plan_change,neutral,broadband,fiber 100,India,individual
help me change to prepaid basic,plan_change,positive,mobile,prepaid basic,India,individual
help me change to fiber 1gbps,plan_change,positive,broadband,fiber 1gbps,USA,enterprise
help me change to postpaid gold,plan_change,neutral,mobile,postpaid gold,India,enterprise
can you switch my plan to storage 10tb,plan_change,neutral,cloud,storage 10tb,Thailand,individual
help me change to fiber 1gbps,plan_change,positive,broadband,fiber 1gbps,USA,enterprise
help me change to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,India,enterprise
i wnat to change my plan to prepaid unlimited,plan_change,neutral,mobile,prepaid unlimited,Singapore,individual
please change my current plan to storage 10tb,plan_change,neutral,cloud,storage 10tb,Singapore,enterprise
please change my current plan to prepaid basic,plan_change,positive,mobile,prepaid basic,India,enterprise
i want to change my plan to fiber 1gbps,plan_change,positive,broadband,fiber 1gbps,Singapore,individual
i want to change my plan to fibre 300,plan_change,positive,broadband,fiber 300,USA,individual
i want to change my plan to fleet iot,plan_change,positive,iot,fleet iot,India,individual
i want to change my plan to prepaid plus,plan_change,neutral,mobile,prepaid plus,USA,individual
help me change to fiber 300,plan_change,positive,broadband,fiber 300,India,enterprise
i want to change my plan to fiber 1gbps,plan_change,positive,broadband,fiber 1gbps,Singapore,individual
please alteration my current plan to storage10tb,plan_change,positive,cloud,storage 10tb,Singapore,individual
i want to change my plan to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,USA,individual
iodine want to change my plan to smart traffic,plan_change,neutral,iot,smart traffic,Thailand,enterprise
help me change to vm basic,plan_change,neutral,cloud,vm basic,India,enterprise
i want to change my plan to fiber 100,plan_change,positive,broadband,fiber 100,Thailand,individual
i want to change my plan to storage 10tb,plan_change,neutral,cloud,storage 10tb,USA,enterprise
please change my current plan to prepaid basic,plan_change,positive,mobile,prepaid basic,India,enterprise
i want to change my plan to vm basic,plan_change,positive,cloud,vm basic,Singapore,individual
i want to change my plan to fiber 300,plan_change,positive,broadband,fiber 300,USA,individual
i would like to modifymy plna to smart traffic,plan_change,neutral,iot,smart traffic,Singapore,enterprise
i want to change my plan to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,USA,individual
please change my current plan to prepaid plus,plan_change,positive,mobile,prepaid plus,Singapore,individual
i want to change my plan to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,India,enterprise
help me hcange to fiber 300,plan_change,neutral,broadband,fiber 300,USA,individual
can you switch my plan to prepaid basic,plan_change,neutral,mobile,prepaid basic,India,individual
can you switch my plan to fibre 100,plan_change,neutral,broadband,fiber 100,India,individual
i want to change my plan to postpaid platinum,plan_change,positive,mobile,postpaid platinum,India,individual
i would like to modify my plan to smart traffic,plan_change,neutral,iot,smart traffic,Singapore,enterprise
i want to change my plan to prepay plus,plan_change,neutral,mobile,prepaid plus,Singapore,individual
i want to change my plan to vm enterprise,plan_change,positive,cloud,vm enterprise,USA,individual
help me change to fiber 100,plan_change,positive,broadband,fiber 100,Singapore,individual
i would like to modify my plan to smart traffic,plan_change,neutral,iot,smart traffic,Singapore,enterprise
can you switch my plan to postpaid platinum,plan_change,neutral,mobile,postpaid platinum,USA,individual
help me change to prepaid basic,plan_change,positive,mobile,prepaid basic,India,individual
help me change to smart parking,plan_change,neutral,iot,smart parking,Singapore,individual
please change my current plan to smart traffic,plan_change,neutral,iot,smart traffic,Singapore,enterprise
i want to alteration my plan tofiber 1gbps,plan_change,positive,broadband,fiber 1gbps,Singapore,individual
help me change to smart parking,plan_change,neutral,iot,smart parking,Singapore,individual
help me change to fiber 300,plan_change,neutral,broadband,fiber 300,USA,individual
help me change to prepaid basci,plan_change,positive,mobile,prepaid basic,India,individual
help me change to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,Thailand,enterprise
help me change to vm enterprise,plan_change,positive,cloud,vm enterprise,USA,individual
please change my current plan to vm enterprise,plan_change,positive,cloud,vm enterprise,India,individual
i want to change my plan to prepaid unlimited,plan_change,neutral,mobile,prepaid unlimited,Singapore,individual
iodine want to change my plan to fleetiot,plan_change,positive,iot,fleet iot,India,individual
please change my current plan to prepaid plus,plan_change,positive,mobile,prepaid plus,Singapore,individual
help me change to fiber 1gbps,plan_change,positive,broadband,fiber 1gbps,USA,enterprise
i would like to modify my plan to postpaid gold,plan_change,neutral,mobile,postpaid gold,Singapore,enterprise
help me change to storage 1tb,plan_change,positive,cloud,storage 1tb,Singapore,individual
please change my current plan to postpaid gold,plan_change,positive,mobile,postpaid gold,India,enterprise
please change my current plan to storage 10tb,plan_change,neutral,cloud,storage 10tb,Singapore,enterprise
help me change to fiber 300,plan_change,neutral,broadband,fiber 300,USA,individual
help me change to fiber 300,plan_change,neutral,broadband,fiber 300,India,enterprise
i want to change my plan to prepaid plus,plan_change,neutral,mobile,prepaid plus,USA,individual
i want to change my plan to fleet iot,plan_change,positive,iot,fleet iot,India,individual
helpme change to prepaid gold,plan_change,neutral,mobile,postpaid gold,India,enterprise
please change my current plan to prepaid basic,plan_change,positive,mobile,prepaid basic,Singapore,individual
help me change to fiber 300,plan_change,neutral,broadband,fiber 300,USA,individual
can you switch my plan to fiber 100,plan_change,positive,broadband,fiber 100,USA,enterprise
i want to change my plan to fiber 100,plan_change,neutral,broadband,fiber 100,India,individual
help me change to fleet iot,plan_change,positive,iot,fleet iot,Thailand,individual
i would like to modify my plan to fiber 300,plan_change,neutral,broadband,fiber 300,Singapore,enterprise
can you switch my plan to smart parking,plan_change,neutral,iot,smart parking,USA,individual
please change my current plan to storage10tb,plan_change,neutral,cloud,storage 10tb,Singapore,enterprise
can you switch myplan to fiber 100,plan_change,positive,broadband,fiber 100,USA,enterprise
can you switch my plan to storage 10tb,plan_change,neutral,cloud,storage 10tb,Thailand,individual
i would like to modify my plan to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,India,enterprise
i want to change my plan to prepaid unlimited,plan_change,neutral,mobile,prepaid unlimited,Singapore,individual
help me change to fiber 300,plan_change,neutral,broadband,fiber 300,USA,individual
can you switch my plan to smart traffic,plan_change,neutral,iot,smart traffic,Singapore,enterprise
i want to change my plan to vm basic,plan_change,neutral,cloud,vm basic,Singapore,individual
i want to change my plan to fleet iot,plan_change,positive,iot,fleet iot,Thailand,enterprise
can you switch myplan to fiber 100,plan_change,neutral,broadband,fiber 100,India,individual
i want to change my program to fiber 100,plan_change,neutral,broadband,fiber 100,India,individual
i want to change my plan to smart traffic,plan_change,neutral,iot,smart traffic,Thailand,enterprise
help me change to storage 1tb,plan_change,positive,cloud,storage 1tb,Singapore,individual
i want to change my plan to prepaid plus,plan_change,neutral,mobile,prepaid plus,USA,individual
help me change to vm professional,plan_change,neutral,cloud,vm pro,Singapore,enterprise
can you switch my plan to prepaid unlimited,plan_change,positive,mobile,prepaid unlimited,Singapore,enterprise
i would like to modify my plan to fiber 100,plan_change,positive,broadband,fiber 100,Singapore,enterprise
i want to change my plan to fiber 300,plan_change,positive,broadband,fiber 300,USA,individual
help me change to smart parking,plan_change,neutral,iot,smart parking,Singapore,individual
i would like to modify my plan to smart parking,plan_change,positive,iot,smart parking,Thailand,individual
i want to change my plan to fiber 1gbps,plan_change,neutral,broadband,fiber 1gbps,USA,individual
i would like to modify my plan to smart parking,plan_change,positive,iot,smart parking,Thailand,individual
please change my current plan to fiber 300,plan_change,neutral,broadband,fiber 300,India,individual
can you switch my plan to vm basic,plan_change,neutral,cloud,vm basic,India,individual
i would like to modify my plan to vm pro,plan_change,neutral,cloud,vm pro,Thailand,individual
please change my current plan to tsorage 10tb,plan_change,neutral,cloud,storage 10tb,Singapore,enterprise
help me alterationto fiber 100,plan_change,positive,broadband,fiber 100,Singapore,individual
help me change to fiber 300,plan_change,neutral,broadband,fiber 300,USA,individual
help me change to fiber 300,plan_change,neutral,broadband,fiber 300,Singapore,individual
i would like to modify my plan to prepaid plus,plan_change,neutral,mobile,prepaid plus,India,enterprise
can you switch my plan to storage 10tb,plan_change,positive,cloud,storage 10tb,Thailand,enterprise
